"","pccdd","p","pcc","ndstrelct02","ndistadm","njuntas02","inscr02","pindob02","pmvlb02","prscnc02","prnvct02","pcmb202","palznc02","pintnl02","ppusc02","ppac02","pptrnl02","pfrzdm02","pungnr02","ppln02","pvalid02","pnulos02","pblanc02","precib02","pabst02","dindob02","dunagc02","dmvlb02","drscnc02","dcnvnl02","dagrnl02","drnvct02","daclba02","dcmb202","dalznc02","dintnl02","dpusc02","dpac02","dptrnl02","dfrzdm02","dfrgrc02","dungnr02","dpln02","dvalid02","dnulos02","dblanc02","drecib02","dabst02","rindob02","rhmnmto02","rgtind02","rophmsj02","ryntscz02","rmvlb02","rrscnc02","ralpsjo02","rhmnvrdh02","rcrrsxi02","rdelsol02","rcnvnl02","rautsrp02","rnvcorr02","rhmecbr02","raccqup02","rindblm02","raccglft02","ragrnl02","rrnvct02","raclba02","rcmb202","rgrbecl02","rintnl02","raccsiqi02","rautpr02","rpusc02","rpac02","raljnva02","rptrnl02","rfrzdm02","rfrgrc02","rungnr02","rpln02","rcnclmn02","rvalid02","rnulos02","rblanc02","rrecib02","rabst02","distrito","nddee2006","njuntas06","inscr06","precib06","pvalid06","pclizu06","pintnl06","prnvct06","ppac06","punptr06","ppusc06","paldm06","ppln06","pptrpr06","pmvlb06","prscnc06","pfrzdm06","punacl06","punpcm06","pnulos06","pblanc06","pabst06","drecib06","dvalid06","dclizu06","dacsex06","dintnl06","drnvct06","dpac06","dnvlgf06","dunptr06","daclba06","dintpr06","dpusc06","dauthr06","dmvtrc06","daldm06","dpln06","drstnc06","dframp06","dptrpr06","dmvlb06","dacdml06","dfrgrc06","dunagc06","dgtind06","dautrc06","dfrzdm06","dunacl06","dunpcm06","dvrdec06","dnulos06","dblanc06","dabst06","rrecib06","rvalid06","rfrzcmds06","rclizu06","rintnl06","rrnvct06","rpac06","rmrvpgr06","rnvlgf06","runptr06","raclba06","rgchacc06","raccqup06","rautplr06","rintpr06","rpusc06","rauthr06","ryntscz06","rmvtrcm06","rhmnhd06","rdelsol06","raldm06","rpln06","rrstnclt06","rframp06","rptrpr06","rmvlb06","racdml06","rfrgrc06","rcrrsxi06","rgrbecl06","runagc06","raljnva06","rhmnmto06","rorglbag06","ralpsjo06","rindblm06","rgtind06","raccsiqi06","rautorm06","rautlbcr06","rautrc06","rcmnprcr06","rfrzdm06","rpntcmmr06","rautsrp06","runacl06","runnplm06","runpcm06","rvrdecl06","rnulos06","rblanc06","rabst06","njuntas10","ndistelect10","inscr10","precib10","pvalid10","ppusc10","pintnl10","palzptr10","prnvct10","pframp10","ppln10","pmvlb10","ppac10","pacsex10","pnulos10","pblanc10","pabst10","drecib10","dvalid10","dpusc10","dfrzfma10","dintnl10","dvrdec10","dalzptr10","drnvct10","dframp10","dpln10","dunagc10","drstalj10","dmvlb10","drstnc10","dmvtrc10","dalznyr10","dpac10","dtrncrt10","drsthrd10","dacsex10","dnulos10","dblanc10","dabst10","rrecib10","rvalid10","rpusc10","rcmnprcr10","rcrrsxi10","rtrrzprm10","rintnl10","rcvtbft10","rgchacc10","rvrdecl10","rtlmund10","ralzptr10","rrnvalj10","rpntcmmr10","runnplm10","rrnvct10","rclcmoun10","rframp10","rorglbag10","rclcalsc10","rvvbnair10","raccnrj10","rpln10","rgrbecl10","runagcl10","rclcbrbun10","rclcppar10","rrstalj10","rmvlb10","rrstncl10","rautorm10","rautlbcr10","rmvavsd10","raccsoqi10","raccqup10","rmvtrcm10","runcabg10","runnatn10","rorgscac10","rdelsol10","rclcbrb10","rclchdun10","ralzmyr10","rindblm10","rclcalj10","rpac10","rclclgrm10","rintbrb10","rrsthda10","raccsex10","ryntscz10","rclcfrpp10","rnulos10","rblanc10","rabst10","juntas14","inscr14","pvotosrecibidos14","pvalid14","ppase14","ppac14","ppan14","pde_los_trabajadores14","pfa14","ppin14","ppln14","pml14","ppng14","pppn14","pprc14","pprn14","ppusc14","pnulos14","pblancos14","pabs14","dvotosrecibidos14","dvotosvalidos14","dpase14","dpac14","dpadc14","dpap14","dpan14","dde_los_trabajadores14","dde_los_transportistas14","dfa14","dpin14","dpln14","dml14","dpng14","dnps14","dppid14","dppid_puntarenas14","dppn14","dprc14","dprn14","dpusc14","dverde14","dviviapuntarenas14","dnulos14","dblancos14","dabstencionismo14"
"438",70103,7,701,6,"Rio Blanco",11,3032,0,67,5,18,4,6,5,923,151,0,5,4,425,1613,74,16,1703,1329,3,NA,169,6,NA,13,28,NA,6,29,11,756,132,1,29,NA,6,407,1596,62,45,1703,1329,NA,NA,NA,NA,NA,148,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,4,NA,10,NA,NA,748,129,NA,NA,28,NA,4,473,26,1608,54,41,1703,1329,"Río Blanco",6,6,3969,1962,1887,1,5,46,425,3,172,4,860,21,263,2,5,28,52,51,24,2007,1962,1873,2,NA,15,88,293,NA,8,NA,NA,291,NA,15,21,813,NA,NA,24,209,NA,NA,NA,NA,NA,15,35,44,NA,59,30,2007,1962,1863,NA,NA,6,81,279,NA,NA,6,NA,NA,NA,NA,NA,347,NA,NA,18,NA,NA,11,787,NA,NA,27,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,43,NA,37,NA,63,36,2007,14,6,4537,2551,2468,223,1,6,42,7,1048,816,286,39,70,13,1986,2553,2458,446,NA,18,NA,9,157,108,880,NA,NA,519,NA,11,NA,213,NA,NA,97,44,51,1984,2553,2457,544,NA,NA,NA,19,NA,NA,NA,NA,19,NA,NA,NA,137,NA,72,NA,NA,NA,NA,878,NA,NA,NA,NA,NA,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,NA,NA,NA,87,NA,NA,49,47,1984,13,5097,2686,2567,25,265,5,10,502,3,815,453,4,24,117,34,310,103,16,2411,2686,2569,84,191,NA,NA,10,23,NA,335,10,592,263,11,NA,NA,NA,38,521,47,444,NA,NA,95,22,2411
"439",70104,7,701,5,"Matama",11,3362,1,77,2,35,5,9,6,951,130,1,8,6,496,1727,87,26,1840,1522,4,NA,180,11,NA,7,53,NA,4,33,15,777,110,3,31,NA,1,492,1721,62,56,1839,1523,NA,NA,NA,NA,NA,129,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,6,NA,11,NA,NA,794,109,NA,NA,39,NA,5,574,15,1715,58,67,1840,1522,"Matama",5,5,3752,1905,1818,4,6,27,407,8,180,8,769,15,302,1,5,19,67,76,11,1847,1906,1797,16,NA,34,66,233,NA,10,NA,NA,405,NA,17,27,683,NA,NA,19,208,NA,NA,NA,NA,NA,7,28,44,NA,86,23,1846,1906,1793,NA,NA,30,49,229,NA,NA,11,NA,NA,NA,NA,NA,516,NA,NA,18,NA,NA,10,638,NA,NA,30,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,15,NA,44,NA,82,31,1846,11,7,4195,2456,2351,127,7,6,21,4,1039,834,285,28,87,18,1739,2457,2324,290,NA,29,NA,35,125,42,925,NA,NA,568,NA,13,NA,212,NA,NA,85,82,51,1738,2456,2327,418,NA,NA,NA,43,NA,NA,NA,NA,75,NA,NA,NA,110,NA,38,NA,NA,NA,NA,851,NA,NA,NA,NA,NA,532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,NA,NA,NA,64,NA,NA,84,45,1739,11,4696,2615,2496,20,194,5,5,496,5,761,581,4,17,91,43,274,96,23,2081,2613,2489,54,163,NA,NA,9,12,NA,336,9,662,388,8,NA,NA,NA,19,298,46,485,NA,NA,96,28,2083
"440",70201,7,702,6,"Guápiles",43,16177,1,225,7,206,36,14,42,4296,2617,16,29,22,2507,10018,204,56,10278,5899,6,NA,667,17,NA,447,461,NA,130,41,66,3539,1750,21,118,NA,12,2671,9946,189,144,10279,5898,NA,NA,NA,NA,NA,509,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1031,NA,NA,NA,NA,NA,NA,NA,3573,2163,NA,NA,303,NA,NA,2325,NA,9937,142,202,10281,5896,"Guápiles",8,8,19375,12188,11883,36,24,185,4630,9,404,20,4288,156,1464,20,18,225,404,253,52,7187,12190,11795,105,NA,49,703,2808,NA,39,NA,NA,669,NA,127,65,4286,NA,NA,170,1508,NA,NA,NA,NA,NA,132,460,674,NA,274,121,7185,12188,11750,NA,103,42,590,2676,NA,NA,31,NA,NA,NA,NA,NA,905,NA,NA,210,NA,NA,46,4309,NA,NA,128,1573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192,NA,NA,460,NA,485,NA,281,157,7187,48,8,22801,15421,15114,473,9,16,130,42,6271,4432,3428,313,264,43,7380,15421,15034,973,NA,58,NA,126,754,732,5548,NA,NA,3344,NA,121,NA,2138,NA,NA,1240,249,138,7380,15422,14999,1212,NA,NA,NA,47,NA,NA,NA,NA,144,NA,NA,NA,722,NA,480,NA,NA,NA,NA,5331,NA,NA,NA,NA,NA,3224,NA,NA,NA,NA,NA,NA,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,2290,NA,NA,NA,1410,NA,NA,271,152,7379,38,21562,14450,14180,74,4198,60,41,2728,15,3730,2007,53,138,231,240,665,242,28,7112,14447,14136,766,2701,NA,NA,888,122,NA,2033,35,3460,1382,90,NA,NA,NA,164,1459,403,633,NA,NA,238,73,7115
"441",70202,7,702,2,"Jimenez",10,3407,0,65,0,29,13,4,9,920,540,7,8,6,609,2210,52,15,2277,1130,3,NA,141,3,NA,57,46,NA,33,23,17,802,424,12,35,NA,4,579,2179,57,41,2277,1130,NA,NA,NA,NA,NA,88,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,NA,NA,NA,NA,NA,868,517,NA,NA,44,NA,NA,529,NA,2189,46,42,2277,1130,"Jiménez",3,3,4340,2792,2682,10,6,34,903,2,116,2,971,38,451,5,4,67,73,90,20,1548,2791,2646,16,NA,12,102,651,NA,5,NA,NA,213,NA,49,4,841,NA,NA,33,465,NA,NA,NA,NA,NA,12,143,100,NA,117,28,1549,2791,2640,NA,19,9,88,512,NA,NA,6,NA,NA,NA,NA,NA,417,NA,NA,80,NA,NA,1,793,NA,NA,17,496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,120,NA,72,NA,112,39,1549,14,5,5391,3826,3749,120,3,5,41,16,1458,1304,732,70,64,13,1565,3826,3708,296,NA,18,NA,88,168,196,1051,NA,NA,1281,NA,33,NA,383,NA,NA,194,58,60,1565,3826,3701,647,NA,NA,NA,22,NA,NA,NA,NA,170,NA,NA,NA,137,NA,125,NA,NA,NA,NA,1007,NA,NA,NA,NA,NA,977,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,393,NA,NA,NA,186,NA,NA,75,50,1565,14,6802,4595,4463,29,933,9,10,935,7,1234,782,15,48,147,67,247,118,14,2207,4592,4459,160,592,NA,NA,130,27,NA,722,15,1266,512,26,NA,NA,NA,91,510,127,281,NA,NA,93,40,2210
"442",70203,7,702,12,"Rita",35,12299,5,218,8,363,69,14,36,2913,1185,11,26,31,1688,6567,302,66,6935,5364,13,NA,412,52,NA,610,709,NA,181,67,70,2115,759,35,138,NA,19,1327,6507,268,164,6939,5360,NA,NA,NA,NA,NA,349,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1143,NA,NA,NA,NA,NA,NA,NA,2308,892,NA,NA,194,NA,NA,1508,NA,6475,234,233,6942,5357,"Rita",13,13,13636,7511,7134,20,11,298,2120,12,254,18,2513,132,1438,17,25,98,178,307,70,6125,7516,7087,82,NA,27,662,1289,NA,20,NA,NA,438,NA,59,46,2200,NA,NA,124,1507,NA,NA,NA,NA,NA,113,241,279,NA,323,106,6120,7515,7066,NA,100,29,652,1204,NA,NA,31,NA,NA,NA,NA,NA,449,NA,NA,81,NA,NA,41,2216,NA,NA,111,1565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,171,NA,301,NA,320,129,6121,37,14,15023,9634,9246,285,14,26,212,57,3255,3729,1504,164,331,57,5389,9631,9176,444,NA,46,NA,84,697,757,2777,NA,NA,2657,NA,87,NA,920,NA,NA,707,306,149,5392,9631,9138,533,NA,NA,NA,39,NA,NA,NA,NA,139,NA,NA,NA,631,NA,570,NA,NA,NA,NA,2501,NA,NA,NA,NA,NA,2875,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,922,NA,NA,NA,830,NA,NA,333,160,5392,33,15551,9720,9388,93,1315,42,49,2486,8,2287,1941,49,71,388,107,552,288,44,5831,9717,9376,439,830,NA,NA,936,102,NA,1653,35,2172,916,216,NA,NA,NA,76,1041,256,704,NA,NA,265,76,5834
"443",70204,7,702,6,"Roxana",20,6927,3,116,8,244,60,10,7,1591,502,15,26,10,753,3345,140,44,3529,3398,8,NA,206,10,NA,151,399,NA,110,40,19,1173,367,26,144,NA,3,668,3324,117,87,3528,3399,NA,NA,NA,NA,NA,196,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252,NA,NA,NA,NA,NA,NA,NA,1362,430,NA,NA,294,NA,NA,725,NA,3296,93,138,3527,3400,"Roxana",8,8,7574,3863,3652,50,7,160,927,7,151,13,1378,64,661,8,20,61,145,171,40,3711,3858,3636,130,NA,15,350,489,NA,14,NA,NA,243,NA,82,18,1153,NA,NA,52,590,NA,NA,NA,NA,NA,159,165,176,NA,168,54,3716,3862,3638,NA,150,10,306,461,NA,NA,14,NA,NA,NA,NA,NA,256,NA,NA,114,NA,NA,17,1128,NA,NA,41,562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,NA,NA,155,NA,242,NA,160,64,3712,23,9,8566,4996,4814,174,10,17,129,33,1758,1974,640,79,153,29,3570,4993,4752,295,NA,25,NA,43,393,263,1582,NA,NA,1345,NA,79,NA,498,NA,NA,229,158,83,3573,4995,4750,331,NA,NA,NA,27,NA,NA,NA,NA,48,NA,NA,NA,361,NA,223,NA,NA,NA,NA,1714,NA,NA,NA,NA,NA,1250,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,506,NA,NA,NA,213,NA,NA,147,98,3571,21,9697,5303,5077,64,646,32,24,1252,11,1229,1047,10,21,295,132,314,186,40,4394,5295,5077,257,492,NA,NA,202,60,NA,829,20,1180,605,24,NA,NA,NA,35,776,191,406,NA,NA,159,59,4402
"444",70205,7,702,7,"Cariari",39,14629,9,335,8,349,38,17,39,3398,1445,26,40,25,2203,7932,296,57,8285,6344,15,NA,720,40,NA,762,658,NA,77,55,73,2353,933,45,239,NA,16,1850,7836,309,139,8284,6345,NA,NA,NA,NA,NA,525,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1345,NA,NA,NA,NA,NA,NA,NA,2498,979,NA,NA,381,NA,NA,1994,NA,7829,254,201,8284,6345,"Cariari",9,9,17195,9664,9249,29,17,357,2876,15,285,20,3556,161,1493,19,54,174,193,314,101,7531,9665,9159,97,NA,46,855,1728,NA,29,NA,NA,486,NA,99,44,2994,NA,NA,164,1600,NA,NA,NA,NA,NA,496,335,186,NA,325,181,7530,9666,9152,NA,93,31,840,1532,NA,NA,30,NA,NA,NA,NA,NA,533,NA,NA,153,NA,NA,77,2989,NA,NA,147,1640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525,NA,NA,362,NA,200,NA,361,153,7529,44,9,19976,12678,12176,397,13,26,302,91,4328,4748,2074,197,427,75,7298,12673,12095,618,NA,54,NA,103,1439,1053,3523,NA,NA,3115,NA,102,NA,1314,NA,NA,774,361,217,7303,12675,12070,701,NA,NA,NA,67,NA,NA,NA,NA,116,NA,NA,NA,1638,NA,839,NA,NA,NA,NA,3407,NA,NA,NA,NA,NA,3249,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,1293,NA,NA,NA,656,NA,NA,397,208,7301,43,22835,13936,13421,125,2168,45,67,3660,19,3337,2524,44,66,511,170,685,467,48,8899,13936,13399,610,1466,NA,NA,715,302,NA,2399,50,3040,1471,83,NA,NA,NA,112,2043,363,745,NA,NA,411,126,8899
"445",70206,7,702,3,"Colorado",4,905,0,2,0,4,13,0,2,218,35,0,0,1,138,413,13,8,434,471,1,NA,5,0,NA,9,5,NA,11,5,1,228,28,0,2,NA,1,116,412,11,10,433,472,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,252,21,NA,NA,5,NA,NA,126,NA,415,9,9,433,472,"Colorado",4,4,1119,438,419,2,2,4,102,0,38,0,169,5,87,0,1,3,6,17,2,681,437,418,5,NA,0,11,51,NA,1,NA,NA,78,NA,0,1,160,NA,NA,3,95,NA,NA,NA,NA,NA,2,5,6,NA,16,3,682,438,417,NA,3,0,8,58,NA,NA,1,NA,NA,NA,NA,NA,106,NA,NA,1,NA,NA,1,154,NA,NA,3,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,4,NA,17,4,681,4,4,1315,585,531,23,1,2,6,0,184,213,97,5,52,2,730,585,562,58,NA,2,NA,2,32,18,184,NA,NA,169,NA,0,NA,84,NA,NA,13,7,16,730,585,548,89,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,25,NA,7,NA,NA,NA,NA,183,NA,NA,NA,NA,NA,153,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,13,NA,NA,23,14,730,4,1482,708,690,3,111,0,0,157,1,182,161,2,1,23,9,40,15,3,774,708,689,9,81,NA,NA,15,4,NA,113,3,251,82,3,NA,NA,NA,5,67,12,44,NA,NA,14,5,774
"446",70301,7,703,10,"Siquirres",46,16470,6,167,8,112,116,14,24,5182,1150,9,35,28,2456,9307,429,84,9820,6650,31,NA,589,25,NA,39,244,NA,761,111,60,3847,1146,23,175,NA,14,2211,9276,349,200,9825,6645,NA,NA,NA,NA,NA,460,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297,NA,940,NA,NA,627,NA,3581,927,NA,NA,169,NA,NA,2204,NA,9256,365,207,9828,6642,"Siquirres",12,12,18886,9949,9523,48,21,152,2654,17,520,12,4551,92,996,13,33,150,264,337,89,8937,9952,9497,141,NA,52,583,1638,NA,37,NA,NA,797,NA,70,16,4632,NA,NA,120,826,NA,NA,NA,NA,NA,97,268,220,NA,333,122,8934,9947,9395,NA,233,43,429,1380,NA,NA,NA,NA,NA,NA,NA,NA,792,NA,NA,74,NA,NA,20,3805,NA,NA,100,765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1134,NA,NA,NA,NA,147,NA,NA,269,NA,204,NA,427,125,8939,47,14,20328,12087,11641,634,5,17,222,128,5872,2997,1560,206,393,53,8241,12088,11519,1074,NA,55,NA,314,1048,2046,3909,NA,NA,1357,NA,79,NA,855,NA,NA,782,370,199,8240,12089,11456,1039,NA,NA,NA,101,NA,NA,NA,NA,720,NA,NA,NA,NA,NA,1647,NA,NA,NA,NA,3818,NA,NA,NA,NA,NA,1324,NA,NA,NA,NA,818,NA,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,869,NA,NA,NA,983,NA,NA,424,209,8239,44,21655,12177,11753,101,1536,39,35,2656,18,3771,1929,42,86,302,367,871,363,61,9478,12178,11780,462,1132,NA,NA,187,73,NA,2349,25,3848,897,112,NA,NA,NA,86,1177,542,890,NA,NA,299,99,9477
"447",70302,7,703,6,"Pacuarito",13,3928,2,66,1,46,11,3,3,1039,212,3,3,5,680,2074,117,27,2218,1710,0,NA,188,9,NA,6,69,NA,39,12,11,815,229,10,28,NA,2,638,2056,103,59,2218,1710,NA,NA,NA,NA,NA,119,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,36,NA,NA,200,NA,717,207,NA,NA,24,NA,NA,668,NA,2053,106,59,2218,1710,"Pacuarito",8,8,4353,2165,2059,6,1,78,338,15,90,0,1188,26,247,4,1,23,42,79,27,2188,2168,2029,19,NA,18,236,224,NA,27,NA,NA,140,NA,10,8,1023,NA,NA,34,196,NA,NA,NA,NA,NA,14,49,31,NA,87,52,2185,2163,2014,NA,14,12,172,183,NA,NA,NA,NA,NA,NA,NA,NA,148,NA,NA,16,NA,NA,2,890,NA,NA,24,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,NA,NA,NA,NA,15,NA,NA,58,NA,46,NA,115,34,2190,12,8,4608,2399,2294,131,4,6,57,14,1125,731,189,37,83,22,2209,2399,2267,244,NA,12,NA,15,252,294,752,NA,NA,340,NA,26,NA,164,NA,NA,168,69,63,2209,2399,2247,202,NA,NA,NA,13,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,194,NA,NA,NA,NA,673,NA,NA,NA,NA,NA,320,NA,NA,NA,NA,495,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,NA,NA,NA,185,NA,NA,85,67,2209,12,4890,2582,2492,23,231,5,7,431,1,823,601,3,10,149,26,182,75,15,2308,2583,2482,85,276,NA,NA,25,22,NA,374,4,717,250,10,NA,NA,NA,14,396,58,251,NA,NA,76,25,2307
"448",70303,7,703,4,"Florida",5,883,0,13,0,19,0,0,3,233,142,3,1,1,172,587,34,5,626,257,1,NA,33,1,NA,3,43,NA,5,2,9,173,160,0,5,NA,1,147,583,30,13,626,257,NA,NA,NA,NA,NA,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,3,NA,NA,17,NA,164,232,NA,NA,3,NA,NA,123,NA,589,28,9,626,257,"Florida",4,4,1010,717,700,0,1,35,218,1,34,1,297,26,62,2,1,7,15,14,3,293,717,697,0,NA,2,51,146,NA,4,NA,NA,72,NA,1,1,308,NA,NA,22,37,NA,NA,NA,NA,NA,6,37,10,NA,14,6,293,717,692,NA,1,1,20,91,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,1,NA,NA,0,188,NA,NA,9,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222,NA,NA,NA,NA,3,NA,NA,36,NA,19,NA,23,2,293,5,4,1147,791,770,30,1,3,11,2,359,208,147,9,17,4,356,791,758,52,NA,0,NA,5,50,103,287,NA,NA,78,NA,18,NA,128,NA,NA,37,17,16,356,791,759,83,NA,NA,NA,3,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,293,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,67,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,NA,NA,NA,30,NA,NA,21,11,356,5,1375,917,890,5,133,3,3,146,1,293,139,22,4,25,10,106,21,6,458,917,886,16,154,NA,NA,4,3,NA,109,3,275,28,49,NA,NA,NA,6,75,11,153,NA,NA,22,9,458
"449",70304,7,703,3,"Germania",5,1468,0,22,1,33,10,4,3,356,153,1,5,4,340,932,37,9,978,490,1,NA,60,4,NA,4,77,NA,29,6,5,289,120,7,9,NA,2,315,928,26,24,978,490,NA,NA,NA,NA,NA,24,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,25,NA,NA,17,NA,281,146,NA,NA,10,NA,NA,329,NA,934,27,16,977,491,"Germania",3,3,1630,901,869,2,5,35,185,1,51,4,457,9,88,1,2,16,13,23,9,729,901,865,4,NA,6,81,111,NA,4,NA,NA,67,NA,5,16,446,NA,NA,12,75,NA,NA,NA,NA,NA,4,23,11,NA,26,10,729,901,851,NA,2,6,69,111,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,5,NA,NA,10,431,NA,NA,4,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,5,NA,NA,30,NA,10,NA,32,18,729,5,3,1803,1139,1094,48,0,6,30,8,512,336,142,12,38,7,664,1139,1093,55,NA,7,NA,52,95,156,432,NA,NA,154,NA,9,NA,94,NA,NA,39,23,23,664,1139,1090,56,NA,NA,NA,8,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,139,NA,NA,NA,NA,439,NA,NA,NA,NA,NA,136,NA,NA,NA,NA,75,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,34,NA,NA,25,24,664,5,1968,1222,1187,6,122,2,1,225,2,379,260,3,11,59,19,98,30,5,746,1220,1178,19,110,NA,NA,25,10,NA,182,3,349,121,8,NA,NA,NA,6,170,27,148,NA,NA,22,20,748
"450",70305,7,703,3,"Cairo",7,2092,0,18,3,22,23,1,2,584,203,0,0,6,391,1253,39,7,1299,793,1,NA,63,2,NA,2,57,NA,62,10,11,472,176,4,13,NA,3,347,1223,48,27,1298,794,NA,NA,NA,NA,NA,39,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,70,NA,NA,194,NA,434,145,NA,NA,9,NA,NA,290,NA,1226,51,22,1299,793,"Cairo",4,4,2795,1522,1452,7,4,22,394,2,81,2,720,16,134,1,2,34,33,60,10,1273,1522,1449,28,NA,3,71,225,NA,6,NA,NA,147,NA,7,3,714,NA,NA,20,126,NA,NA,NA,NA,NA,9,65,25,NA,58,15,1273,1523,1453,NA,24,6,54,170,NA,NA,NA,NA,NA,NA,NA,NA,224,NA,NA,13,NA,NA,4,617,NA,NA,7,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,7,NA,NA,63,NA,20,NA,59,11,1272,9,4,3492,2160,2093,123,3,4,36,12,967,647,263,38,60,7,1332,2160,2083,306,NA,14,NA,23,208,134,709,NA,NA,300,NA,59,NA,211,NA,NA,119,43,34,1332,2160,2071,440,NA,NA,NA,11,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,631,NA,NA,NA,NA,NA,243,NA,NA,NA,NA,258,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,NA,NA,NA,110,NA,NA,63,26,1332,9,4117,2390,2290,22,193,6,6,394,1,671,626,13,24,116,38,180,86,14,1727,2391,2294,94,192,NA,NA,72,21,NA,292,3,635,328,48,NA,NA,NA,19,329,61,200,NA,NA,69,28,1726
